18.26,131.6,2.36
25.78,81.2,5.24
56.49,44.8,1.51
27.33,39.2,5.28
64.26,92.4,1.4
26.48,89.6,5.64
46.78,64.4,3.74
61.49,47.6,1.06
39.84,131.6,1.24
36.94,81.2,1.04
56.9,47.6,4.59
16.66,33.6,2.61
6.34,134.4,4.5
65.86,14,6.22
38.13,14,3
25.37,16.8,1.81
0,86.8,3.27
0,64.4,5.48
0,98,4.54
27.18,16.8,6.64
21.59,134.4,6.57
27.39,2.8,6.21
43.88,120.4,2.72
20.64,36.4,1.48
0,128.8,3.8
12.42,11.2,2.09
44.85,36.4,4.91
4.23,11.2,5.57
18.38,72.8,2.99
52.27,5.6,6.85
81.2,70,1.98
145.49,5.6,4.42
85.6,75.6,6.21
102.56,44.8,4.97
86.22,81.2,3.89
85.62,100.8,2.14
0,72.8,3.47
46.28,86.8,3.9
41.32,109.2,5.09
101,58.8,4.52
0,50.4,5.26
147.29,81.2,6.03
7.1,131.6,1.32
85.87,22.4,2.02
6.02,30.8,3.45
131.13,109.2,4.39
59.2,53.2,4.07
121.24,14,5.53
34.99,86.8,5.93
65.84,50.4,5.64
27.25,70,3.58
49.95,131.6,4.79
63.48,5.6,2.88
117.8,47.6,5.78
65.66,92.4,2.82
72.91,92.4,5.03
8.34,120.4,1.24
72.76,86.8,3.26
105.17,36.4,2.11
142.77,78.4,2.41
39.34,50.4,5.08
141.71,5.6,3.78
31.8,106.4,2.91
0,36.4,4.26
125.9,0,1.29
126.03,19.6,6.54
148.6,14,5.1
83.18,70,2.98
84.59,19.6,1.99
61.98,70,6.98
146.08,47.6,3.9
106.97,109.2,5.85
122.24,0,3.66
98.95,53.2,4.36
81.11,58.8,5.25
81.7,120.4,3.68
82.79,36.4,1.7
88.83,11.2,1.76
134.89,28,1.14
112.42,33.6,4.64
132.5,0,6.87
120.64,126,1.29
78.2,30.8,2.04
94.49,75.6,5.79
77.85,14,5.47
76.99,75.6,4.4
60.57,0,6.97
114.06,98,2.61
122.53,30.8,1.71
103.31,53.2,2.07
129.34,61.6,6.39
112.31,75.6,4.54
80.24,30.8,5.11
111.84,30.8,3
99.39,36.4,3.25
98.37,33.6,2.21
93,72.8,3.18
139.59,36.4,4.37
61.91,11.2,5.25
90.59,11.2,1.89
71.95,22.4,6.95
78.31,0,1.06
81.24,11.2,4.18
114.91,78.4,5.93
94.86,81.2,1.04
131.51,64.4,5.63
105.38,53.2,2.9
145.25,64.4,1.81
0,92.4,6.35
120.01,28,4.36
40.1,103.6,2.22
123.36,86.8,3.58
78.9,22.4,2.47
17.45,67.2,1.18
119.24,137.2,5.5
81.83,47.6,3.18
100.07,39.2,5.84
23.08,28,3.98
67.75,120.4,3.29
11.56,128.8,2.02
127.33,53.2,6
29.45,28,6.35
143.36,131.6,2.85
41.93,39.2,1.01
74.69,44.8,3.88
59.61,39.2,4.14
80.16,123.2,4.84
117.06,33.6,3.84
12.32,112,5.16
115.81,128.8,4.93
45.84,2.8,2.6
92.48,11.2,2.02
0,137.2,2.49
100.8,78.4,6.6
22.07,78.4,6.05
87.83,123.2,4.74
23.41,103.6,2
120.09,39.2,3.54
42.46,106.4,6.08
54.57,112,2.14
5.35,140,5.5
85.42,11.2,3.41
85,123.2,2.83
55.25,86.8,3.01
130.76,22.4,5.94
24.65,30.8,1.35
112.99,70,2.02
37.95,89.6,1.27
111.99,39.2,4.79
40.77,44.8,6.74
116.25,109.2,5.77
11.9,30.8,4.08
136.7,22.4,1.05
67.36,61.6,3.72
117.47,70,2.14
36.35,39.2,5.58
126.21,64.4,1.28
9.47,30.8,2.43
99.83,114.8,6.69
15.89,86.8,4.32
7.94,112,4.38
135,39.2,6.15
42.32,103.6,6.03
135.8,70,5.88
10.5,128.8,1.06
95.76,53.2,3.19
3.27,86.8,1.15
100.87,109.2,6.1
95.9,81.2,3.29
97.93,39.2,2.14
22.87,137.2,6.29
142.07,103.6,5.22
4.42,86.8,6.28
94.74,53.2,1.02
99.76,72.8,1.27
128.69,95.2,3.47
127.19,0,5.31
0,16.8,4.34
144.19,123.2,2.28
78.56,47.6,3.27
142.97,128.8,4.35
32.61,39.2,3.74
74.76,123.2,5.4
61.84,128.8,5.23
103.38,33.6,3.79
8.87,8.4,3.61
113.31,53.2,4.51
48.54,106.4,1.75
85.01,47.6,2.09
57.32,2.8,6.15
61.68,120.4,6.07
20.21,86.8,1.84
21.69,39.2,5.64
151.49,72.8,2.32
48.44,2.8,6.96
116.16,72.8,1.28
35.8,28,3.12
79.37,42,5.89
19.82,106.4,5.5
141.68,70,6.05
2.49,137.2,5.37
92.44,50.4,1.61
29.16,137.2,2.46
59.78,112,3.12
2.94,140,2.41
85.26,42,1.4
7.86,137.2,3.36
86.66,42,4.55
123.82,22.4,6.94
47.28,22.4,3.8
141.52,112,3.33
6.94,70,6.92
130.65,2.8,1.22
24.16,50.4,1.01
82.72,89.6,6.84
5.41,70,1.53
117.72,0,4.52
16.85,53.2,2.77
97.29,137.2,1.44
38.23,137.2,3.22
89.15,14,5.25
65.96,2.8,1.63
49.77,103.6,6.95
36.55,64.4,6.57
22.08,42,2.58
116.4,22.4,2.51
60.95,78.4,6.86
149.93,78.4,2.67
33.6,2.8,6.31
89.65,53.2,5.09
43.63,137.2,3.94
75.04,84,6.62
30.69,50.4,1.55
144.47,61.6,3.56
6.67,78.4,6.35
138.54,86.8,1.69
29.33,42,3.25
92.61,56,3.58
90.11,81.2,4.75
87.76,100.8,5.6
111.24,58.8,2.46
11.51,64.4,6.69
117.47,137.2,1.77
43.63,89.6,1.6
147.32,128.8,5.62
14.88,19.6,5.11
144.12,42,6.55
77.98,128.8,6.3
115.2,67.2,1.72
12.48,8.4,6.36
124.74,137.2,2.66
50.29,106.4,1.93
76.34,16.8,6.66
16.7,84,3.66
49.41,120.4,6.07
32.66,140,3.07
46.69,8.4,2.44
94.6,5.6,2.45
48.99,84,4.15
143.28,81.2,4.01
40.77,36.4,4.08
134.36,8.4,3.83
47.08,117.6,3.93
147.73,70,1.13
49.13,8.4,4.59
139.46,64.4,5.79
65.79,117.6,1.34
137.14,64.4,2.32
44.95,61.6,4.33
112.85,28,1.63
22.6,70,4.65
148.03,61.6,1.9
107.96,58.8,3.28
51.08,22.4,2.87
115.01,70,2.46
0,140,2.94
70.16,22.4,1.79
23.19,22.4,4.26
54.38,140,2.4
14.5,126,3.11
105.52,58.8,2.44
46,58.8,2.39
115.4,84,4.78
72.72,89.6,1.54
108.23,28,3.49
12.88,28,5.51
56.72,103.6,4.43
19.01,140,4.27
53.72,8.4,4.3
106.08,64.4,5.95
52.22,106.4,6.66
72.67,70,5.15
19.99,19.6,3.91
134.6,42,2.64
35.51,109.2,1.06
71.98,84,3.06
22.56,16.8,2.81
116.6,56,4.57
36.57,109.2,4.75
150.32,95.2,3.18
27.91,42,1.42
129.19,30.8,4.38
43.59,8.4,3.1
110.73,86.8,6.34
145.27,16.8,4.57
0,56,2.33
141.27,72.8,4.7
9.19,75.6,4.98
81.15,8.4,5.86
29.12,56,4.91
89.56,89.6,4.85
47.57,131.6,2.38
140.52,19.6,6.17
19.62,53.2,3.84
104.63,140,3.3
13.84,131.6,4.42
55.61,16.8,5.97
0,33.6,2.37
34.55,95.2,2.32
145.48,95.2,4.84
107.53,44.8,2.78
120.72,5.6,5.81
131.44,56,3.6
139.39,30.8,3.71
124.24,30.8,4.95
147.38,30.8,3.89
133.57,30.8,5.82
143.1,30.8,4.28
125.21,8.4,1.69
126.9,8.4,4.42
119.52,8.4,5.69
131.32,8.4,1.97
68.07,5.6,6.02
81.96,19.6,2.63
103.47,8.4,5.75
86.58,19.6,6.63
87.01,8.4,4.71
113.83,19.6,1.77
101.52,8.4,1.95
85.35,30.8,5.76
117.24,61.6,5.29
103.12,61.6,3.83
115.67,61.6,1.57
99.7,61.6,3.42
53.72,30.8,2.16
55.88,30.8,2.11
57.99,30.8,6.27
40.61,30.8,6.15
139.03,5.6,2.68
146.98,2.8,4.34
137.24,5.6,1.79
135.05,5.6,2.19
106.54,30.8,5.3
97.55,30.8,2.21
101.55,30.8,4.99
91.11,30.8,6.44
93.41,5.6,1.19
135.05,16.8,5.65
138.19,8.4,6.06
86.47,5.6,6.94
123.3,67.2,6.98
98.5,67.2,5.42
116.92,67.2,6.38
70.57,67.2,6.16
87.53,44.8,2.47
94.05,50.4,3.87
81.44,44.8,6.09
90.46,50.4,1.98
107.49,16.8,2.33
94.07,16.8,6.81
93.01,16.8,1.06
88.54,16.8,4.47
99.76,30.8,1.79
148.37,8.4,3.7
147.04,14,1.56
132.21,11.2,6
121.17,56,4.31
114.84,30.8,6.11
102.64,36.4,1.28
100.56,64.4,3.53
50.28,78.4,5.33
0,117.6,2.86
88.27,72.8,4.73
49.79,81.2,6.85
2.86,117.6,2.8
8.49,117.6,4.61
81.58,81.2,4.64
115.52,92.4,6.11
21.39,123.2,4.16
84.28,128.8,3.01
78.57,44.8,2.87
132.4,81.2,2.7
17.05,95.2,3.3
131.12,16.8,3.93
14.41,44.8,4.96
