32.43,114.8,4.48
46.2,112,6.15
22.72,100.8,5.4
0,112,4.79
73.15,148.4,2.07
0,159.6,4.19
59.99,33.6,1.69
84.87,42,2.73
19.41,50.4,4.96
0,16.8,3.11
0,50.4,5.51
52.35,112,4.07
0,114.8,4.85
150.92,36.4,1.6
0,25.2,4.81
19.12,156.8,3.86
24.37,50.4,6.58
87.2,92.4,6.99
135.92,50.4,4.84
71.99,114.8,6.5
88.91,112,1.41
98.45,100.8,1.96
178.73,89.6,1.09
95.95,42,5.02
10.56,128.8,3.95
17.46,128.8,2.56
152.54,151.2,4.26
0,89.6,5.99
102.97,95.2,3.17
0,137.2,2.12
34.86,109.2,4.58
33.07,162.4,1
183.42,58.8,2.16
117.76,75.6,1.72
166.35,109.2,3.48
149.24,159.6,6.38
155.62,159.6,5.97
158.03,30.8,5.7
111.53,30.8,6.59
146.01,173.6,5.33
60.58,176.4,1.46
38.17,156.8,4.25
96.88,109.2,3.66
98.37,103.6,5.36
78.56,33.6,5.05
141.09,120.4,5.44
43.14,56,1.62
90.78,159.6,6.07
174.23,109.2,5.74
163.38,67.2,5.91
71.93,42,1.71
156.6,142.8,5
180.74,2.8,3.25
106.6,134.4,5.8
75.45,142.8,1.04
110.61,50.4,5.3
122.17,11.2,1.8
51.77,2.8,2.63
70.25,64.4,6.34
44.76,56,5.64
68.39,5.6,5.39
154.31,142.8,2.29
116.43,106.4,2.37
155.61,11.2,6.44
48.16,39.2,1.84
129.7,162.4,1.07
175.31,162.4,5.27
131.51,142.8,1.23
5.7,47.6,5.05
63.88,25.2,3.6
86.17,64.4,3.13
183.41,75.6,1.47
66.15,28,3.46
71.23,30.8,5.19
44.53,16.8,6.46
76.59,64.4,1.69
72.95,56,1.55
122.86,123.2,4.03
137.27,109.2,6.12
174.98,19.6,5.27
153.87,78.4,4.55
168.59,84,4.19
29.39,142.8,1.89
63.96,19.6,1.5
98.52,8.4,2.54
135.64,56,1.08
88.66,162.4,6.12
29.4,154,6.04
177.27,8.4,2.12
124.89,72.8,6.47
148.85,109.2,3.74
110.35,176.4,6.99
150.83,126,4.77
148.17,50.4,4.86
123.05,98,3.91
163.47,137.2,2.1
31.28,142.8,1.79
1.74,47.6,3.96
88.76,33.6,4.43
63.52,128.8,2.69
68.36,106.4,1.71
67.77,131.6,5.2
89.25,134.4,4.62
109.94,89.6,3.04
93.87,134.4,5.76
125.31,162.4,4.39
69.93,86.8,1.48
137.79,2.8,2.02
155.4,33.6,1.4
62.67,103.6,2.02
167.23,8.4,1.13
90.59,137.2,6.41
55.07,151.2,3.06
66.69,123.2,6.92
74.7,170.8,1.53
10.4,120.4,5.78
57.99,170.8,4.21
131.38,109.2,1.83
161.97,36.4,4.76
63.43,151.2,5.01
72.97,131.6,4.92
136.44,11.2,1.8
81.64,159.6,3.59
150.01,42,4.83
85.49,140,5.06
124.05,137.2,5.07
24.68,151.2,6.85
26.59,86.8,3.05
10.14,154,1.95
62.44,123.2,4.25
65.16,86.8,4.77
109.01,16.8,3.13
64.69,103.6,2.52
79.98,11.2,4.08
32.67,176.4,2.49
0,140,3
0,131.6,3.12
7.15,72.8,2.42
21.06,72.8,1.59
9.55,159.6,2.82
115.51,95.2,4.61
184.23,19.6,1.24
65.18,176.4,4.96
88.78,103.6,4.64
45.93,44.8,6.16
76.98,19.6,6.53
59.2,123.2,3.24
5.54,140,2.41
47.27,114.8,4.51
59.76,109.2,4.37
65.11,120.4,5.23
71.03,168,5.05
28.81,140,2.31
9.37,131.6,4.08
8.55,28,2.6
5.62,42,6.66
22.8,33.6,3.06
108.24,137.2,5.77
108.69,98,6
106.31,137.2,1.93
23.84,28,6.17
15.91,28,5.22
21.13,28,2.71
29.92,33.6,6.32
43.62,33.6,6.37
20.24,30.8,6.93
17.03,42,3.67
20.7,42,4.17
78.15,86.8,6.48
114.01,137.2,4.19
83.67,142.8,5.34
82.29,142.8,1.38
165.19,100.8,6.25
95.8,131.6,2.41
126.5,103.6,2.72
95.88,151.2,6.99
132.61,106.4,5.56
102.37,33.6,1.92
90.07,67.2,2.25
0,5.6,4.84
8.68,39.2,6.89
16.04,58.8,5.9
16.84,39.2,4.86
13.19,44.8,4.58
107.56,19.6,4.4
181.14,165.2,2.62
14.28,53.2,5.09
143.78,114.8,1.71
0,44.8,6.48
68.26,16.8,4.87
55.52,53.2,6.43
59.87,16.8,6.44
